timestamp,src_ip,dst_ip,dst_port,protocol,flag,tipo_ataque
Wed May 28 11:00:08 2025,165.236.213.28,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,139.150.236.110,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,184.41.142.17,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,62.239.240.43,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,27.130.139.107,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,220.226.68.34,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,88.52.162.17,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,178.85.226.101,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,68.86.76.224,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,200.86.173.130,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,139.115.4.178,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,63.175.1.255,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,217.153.164.51,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,253.191.253.8,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:09 2025,151.233.28.32,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,26.116.101.69,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,90.86.90.65,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,52.57.25.214,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,38.199.213.122,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,216.60.161.47,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,169.139.41.2,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,240.75.131.44,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,235.144.67.86,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,47.90.0.90,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:10 2025,122.92.241.190,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,223.199.114.116,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,116.249.8.16,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,135.37.213.233,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,175.220.235.12,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,240.199.17.91,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,14.161.146.71,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,32.82.255.235,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,30.33.233.236,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,45.131.181.214,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:11 2025,41.162.96.32,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,65.43.114.123,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,57.144.197.82,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,17.25.82.44,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,106.82.248.155,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,62.198.147.220,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,52.161.17.28,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,120.186.153.158,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,150.44.213.52,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,12.14.127.89,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:12 2025,174.62.91.24,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,41.102.14.253,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,243.214.62.17,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,27.34.106.55,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,117.233.184.162,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,144.165.1.162,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,224.253.82.218,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,233.87.225.29,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,250.107.2.239,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:13 2025,52.225.250.148,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,155.248.190.248,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,69.191.25.84,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,151.55.161.146,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,54.90.176.64,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,3.184.102.233,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,184.87.158.218,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,69.165.41.47,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:14 2025,75.98.3.12,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:15 2025,55.122.96.132,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:15 2025,30.39.164.8,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:15 2025,150.161.116.250,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:15 2025,219.1.243.115,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:15 2025,164.48.28.173,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:21 2025,87.161.153.246,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:21 2025,236.164.82.158,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:21 2025,253.226.144.96,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:21 2025,114.25.114.17,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,26.71.189.38,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,109.34.144.139,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,123.135.43.204,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,91.200.200.38,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,175.101.139.135,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,71.209.96.250,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,243.91.32.144,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,109.34.39.32,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,34.84.32.107,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,160.225.90.63,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,57.84.86.117,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,243.219.68.184,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,109.179.161.59,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,46.131.253.106,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,43.7.82.236,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,240.27.192.213,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,59.4.82.63,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,7.52.4.145,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,6.18.38.161,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,16.139.196.91,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,118.17.91.162,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,14.79.240.148,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,79.29.229.82,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,123.168.17.240,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,144.91.47.253,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,34.24.87.174,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,196.82.62.17,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,243.155.139.84,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,27.62.65.87,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,199.135.184.175,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:26 2025,243.82.118.235,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,90.65.162.106,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,144.98.59.7,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,240.38.0.27,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,82.155.71.28,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,55.89.255.17,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,159.196.240.91,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,47.116.193.39,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,71.96.39.91,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,67.135.151.139,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,96.85.27.84,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,101.90.241.26,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,250.146.92.55,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,193.25.86.91,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,191.233.87.226,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,142.30.59.41,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,145.150.131.165,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,250.189.44.236,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,102.192.104.253,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,91.116.86.126,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,55.17.64.132,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,25.47.26.172,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,33.236.5.148,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,90.14.139.82,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,226.86.0.164,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:27 2025,84.62.235.127,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,118.35.2.26,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,170.24.253.10,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,193.214.82.50,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,139.85.77.173,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,225.41.170.16,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,101.225.82.164,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,161.142.27.161,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,170.144.38.165,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,253.87.197.142,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,8.27.235.59,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,192.218.84.87,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,26.125.86.240,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,33.145.250.144,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,55.6.30.46,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,209.84.158.118,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,63.17.142.223,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,209.85.26.199,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,68.23.25.236,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,69.1.33.23,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,4.82.77.37,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,162.17.12.169,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,55.243.170.46,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,3.41.69.192,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:28 2025,146.30.118.109,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,0.82.153.135,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,101.234.125.199,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,135.16.104.135,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,104.145.63.162,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,17.148.86.44,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,82.62.106.192,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,17.85.76.132,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,8.17.170.76,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,135.79.190.35,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,1.246.200.228,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,62.114.106.148,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,62.153.58.114,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,224.162.218.107,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,50.44.226.148,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,60.57.146.165,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,17.52.54.172,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,241.102.82.69,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,68.34.50.82,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,214.114.32.243,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,69.164.125.25,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,25.161.236.5,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,48.6.123.220,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:00:29 2025,5.0.18.98,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:02:00 2025,181.144.86.6,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:02:00 2025,239.109.144.107,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:02:00 2025,23.142.34.27,172.10.14.53,80,TCP,N/A,DDoS Distribuido (Desconocido),DDoS Distribuido
Wed May 28 11:02:18 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:02:40 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:02:43 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:02:52 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:02:58 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:03:03 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:03:09 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:03:34 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:03:40 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:03:44 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:04:31 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:04:37 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:04:38 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:01 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:05 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:07 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:08 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:11 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:14 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:15 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:19 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:22 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:31 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:36 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:37 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:51 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:05:58 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:06:01 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:06:03 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:09:02 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
Wed May 28 11:09:09 2025,172.10.14.133,172.10.14.53,80,UDP,N/A,UDP Flood (Desconocido),UDP Flood
